"Neighborhood","Venue Category","Venue","location_address","Neighborhood_Latitude","Neighborhood_Longitude","id","location_postalCode","location_city","location_state","location_country","location_formattedAddress","categories_name","categories_pluralName","categories_shortName","location_crossStreet","location_neighborhood",,,,,,,,
"Andheri","Gym","Why Not Fitness","228-233, 2nd flr, Laxmi Business Park,",19.13626398,72.83073485,"5da8470a2accb2000783c55a",400053,"Mumbai","Maharashtra","India","228-233, 2nd flr, Laxmi Business Park, (Sab T V Lane Rd, Laxmi Industrial Estate, Andheri )","Gym","Gyms","Gym","Sab T V Lane Rd, Laxmi Industrial Estate, Andheri","Andheri",,,,,,,,
"Haji Ali","Gym / Fitness","N.S.C.I","null",18.97229055,72.80629581,"4bbf4b11f353d13a81537e10","null","Mumbai","Maharashtra","India","Mumbai","Gym / Fitness Center","Gyms or Fitness Centers","Gym / Fitness","Haji Ali","Haji Ali",,,,,,,,
"Apollo Bunder","Spa","Jiva Spa","P. J. Ramchandani Marg",18.92192744,72.83284541,"4b0587e7f964a52074a622e3","400 001","Mumbai","Maharashtra","India","P. J. Ramchandani Marg (Apollo Bunder)","Spa","Spas","Spa","Apollo Bunder","Apollo Bunder",,,,,,,,
"Bandra (West),","Gym","Spa & Gym","Taj Lands End",19.04352802,72.81965616,"4cc726545701199c2da62ca3",400050,"Mumbai","Maharashtra","India","Taj Lands End (Bandra (West),)","Gym","Gyms","Gym","Bandra (West),","Bandra (West),",,,,,,,,
,"Gym","BPCA Gym","null",19.05853529,72.83561496,"4fa4ac5de4b04e7682d02112","null","Mumbai","Maharashtra","India","India","Gym","Gyms","Gym","null",,,,,,,,,
"Vaishali Nagar","Gym / Fitness","World Fitness","B. R. Road",19.18609514,72.94688421,"4ee80b89e300cc66b2fce14c",400080,"Mumbai","Maharashtra","India","B. R. Road (Vaishali Nagar)","Gym / Fitness Center","Gyms or Fitness Centers","Gym / Fitness","Vaishali Nagar","Vaishali Nagar",,,,,,,,
"Naya nagar, mira road (east)","Gym / Fitness","Max Gym","Naya nagar, mira road (east)",19.28500194,72.85664174,"4dd2693fb0fb0becaf9728a0",401107,"Mumbai","Maharashtra","India","Naya nagar, mira road (east)","Gym / Fitness Center","Gyms or Fitness Centers","Gym / Fitness","null","Naya nagar, mira road (east)",,,,,,,,
"Near Lokhandwala Circle","Gym","Ability Fitness Studio","Lokhandwala Township, Kandivali East",19.19231148,72.87405252,"5148a481f2e7066792b3efd7",400101,"Mumbai","Maharashtra","India","Lokhandwala Township, Kandivali East (Near Lokhandwala Circle)","Gym","Gyms","Gym","Near Lokhandwala Circle","Near Lokhandwala Circle",,,,,,,,
"Near Dadlani Park","Pool","Ashok Nagar Club House","Balkum",19.22147748,72.99378573,"4dc4aafce4cd169dc639dca3",400608,"Mumbai","Maharashtra","India","Balkum (Near Dadlani Park)","Gym Pool","Gym Pools","Pool","Near Dadlani Park","Near Dadlani Park",,,,,,,,
"Fun Republic Lane/Veera Desai Road","Gym / Fitness","Symphony Club House","Fun Republic Lane/Veera Desai Road",19.13701717,72.83701126,"568c9fa8498e49b9d3e03fb8","null","Mumbai","Maharashtra","India","Fun Republic Lane/Veera Desai Road","Gym / Fitness Center","Gyms or Fitness Centers","Gym / Fitness","null","Fun Republic Lane/Veera Desai Road",,,,,,,,
"Silver Pearl","Gym / Fitness","Turbofitness","Silver Pearl",19.062018,72.834877,"58e338ae0acb6a5972ddd78b",400050,"Mumbai","Maharashtra","India","Silver Pearl","Gym / Fitness Center","Gyms or Fitness Centers","Gym / Fitness","null","Silver Pearl",,,,,,,,
"Andheri east","Gym","Zion","Andheri east",19.12497128,72.86485149,"4e3ffefda809ba757c2a713a",400093,"Mumbai","Maharashtra","India","Andheri east","Gym","Gyms","Gym","null","Andheri east",,,,,,,,
"11 N S Road, Jvpd, Juhu","Track","The Eleventh Road Jogging Track","11 N S Road, Jvpd, Juhu",19.10980892,72.82996043,"4d6130b0196ba09396b52256","null","Mumbai","Maharashtra","India","11 N S Road, Jvpd, Juhu","Track","Tracks","Track","null","11 N S Road, Jvpd, Juhu",,,,,,,,
"169 Aarey Milk Colony","Yoga Studio","Hotel Imperial Palace Mumbai","169 Aarey Milk Colony",19.11852286,72.85085269,"4bd5fa769649ce722ac5511d","null","Mumbai","Maharashtra","India","169 Aarey Milk Colony","Yoga Studio","Yoga Studios","Yoga Studio","null","169 Aarey Milk Colony",,,,,,,,
"Vile Parle East","Gym / Fitness","ITC Maratha Fitness Center","null",19.103704,72.869548,"57e94456498e436d9217a395","null","Mumbai","Maharashtra","India","India","Gym / Fitness Center","Gyms or Fitness Centers","Gym / Fitness","null","Vile Parle East",,,,,,,,
"Shri Yogendra Marg","Yoga Studio","The Yoga Institute","Shri Yogendra Marg",19.08518605,72.84316801,"4b0587e5f964a52038a622e3","400 055","Mumbai","Maharashtra","India","Shri Yogendra Marg","Yoga Studio","Yoga Studios","Yoga Studio","null","Shri Yogendra Marg",,,,,,,,
,"Gym / Fitness","Talwalkars Gym","null",19.12124656,72.82605069,"588ead3de18e653095b8f81f","null","Mumbai","Maharashtra","India","India","Gym / Fitness Center","Gyms or Fitness Centers","Gym / Fitness","null",,,,,,,,,
"Mahim","Gym","Cloud 9","Near victoria church",19.03296881,72.84212905,"4f2a009ae4b003592385035d","null","Mumbai","Maharashtra","India","Near victoria church (Mahim)","Gym","Gyms","Gym","Mahim","Mahim",,,,,,,,
"#19 Pali Road","Gym","10 The Health Spa","#19 Pali Road",19.0604066,72.82987388,"4e4a879bb0fb37342eefcc9d",400050,"Mumbai","Maharashtra","India","#19 Pali Road","Gym","Gyms","Gym","null","#19 Pali Road",,,,,,,,
"New Prabhadevi Road","Yoga Studio","Home Deli","New Prabhadevi Road",19.0137579,72.82774474,"4c8c5cc4d5049c74f01b486a",400025,"Mumbai","Maharashtra","India","New Prabhadevi Road","Yoga Studio","Yoga Studios","Yoga Studio","null","New Prabhadevi Road",,,,,,,,
"Hindu Friends Society Road","Gym / Fitness","Perfect Fitness Gym","Matoshree",19.12951724,72.84983726,"514441abe4b021dacb94048d","null","Mumbai","Maharashtra","India","Matoshree (Hindu Friends Society Road)","Gym / Fitness Center","Gyms or Fitness Centers","Gym / Fitness","Hindu Friends Society Road","Hindu Friends Society Road",,,,,,,,
,"Gym","Beyond Fitness","null",18.95101749,72.80222081,"517e7207498e7ee2b0821b75","null","Mumbai","Maharashtra","India","India","Gym","Gyms","Gym","null",,,,,,,,,
"IRLA","Gym / Fitness","Cult Fit","null",19.114171,72.830039,"5cdcd82865211f002c040ef0",400056,"Mumbai","Maharashtra","India","Mumbai 400056","Gym / Fitness Center","Gyms or Fitness Centers","Gym / Fitness","null","IRLA",,,,,,,,
"602 (6th fl) Powai plaza","Gym / Fitness","Shivfit Zealbox","602 (6th fl) Powai plaza",19.123503,72.913166,"5c9ad2f4a6031c002c426338",400076,"Mumbai","Maharashtra","India","602 (6th fl) Powai plaza","Gym / Fitness Center","Gyms or Fitness Centers","Gym / Fitness","null","602 (6th fl) Powai plaza",,,,,,,,
"Nerul West","Gym","Nerul Gymkhana","Nerul West",19.02708934,73.0156653,"4ccd35192dc4370411fbcc08",400706,"Mumbai","Maharashtra","India","Nerul West","Gym","Gyms","Gym","null","Nerul West",,,,,,,,
"Grant Road (E)","Gym","Swastik League Gym","S.V.P. Road, Lamington Road",18.95785548,72.81849859,"4f5a1326e4b003e0f414c2e8","null","Mumbai","Maharashtra","India","S.V.P. Road, Lamington Road (Grant Road (E))","Gym","Gyms","Gym","Grant Road (E)","Grant Road (E)",,,,,,,,
"near Asiatic Library","Park","Horniman Circle","Off Shahid Bhagat Singh Road",18.93225912,72.83451869,"4b0587d1f964a520d4a222e3","400 023","Mumbai","Maharashtra","India","Off Shahid Bhagat Singh Road (near Asiatic Library)","Park","Parks","Park","near Asiatic Library","near Asiatic Library",,,,,,,,
"Swatantrya Veer Savarkar Marg","Playground","Shivaji Park","Swatantrya Veer Savarkar Marg",19.02662141,72.84103268,"4b0587d2f964a52014a322e3","400 028","Mumbai","Maharashtra","India","Swatantrya Veer Savarkar Marg","Playground","Playgrounds","Playground","null","Swatantrya Veer Savarkar Marg",,,,,,,,
"Maharshi Karve Road","Field","Oval Maidan","Maharshi Karve Road",18.92977198,72.82890558,"4b0587e6f964a5203fa622e3",400020,"Mumbai","Maharashtra","India","Maharshi Karve Road","Field","Fields","Field","null","Maharshi Karve Road",,,,,,,,
,"Park","Amarsons Park, Breach Candy","null",18.97231688,72.80632674,"4cb9b52f0180721e1f999561","null","Mumbai","Maharashtra","India","India","Park","Parks","Park","null",,,,,,,,,
"Bandra West","Park","Jogger's Park","Carter Road",19.05972838,72.82205541,"4b0587d2f964a52009a322e3","400 050","Mumbai","Maharashtra","India","Carter Road (Bandra West)","Park","Parks","Park","Bandra West","Bandra West",,,,,,,,
"Nepean Sea Road","Park","Priyadarshini Park","Nepean Sea Road",18.95751519,72.79961414,"4c9174ec238c6dcb067ec055",400006,"Mumbai","Maharashtra","India","Nepean Sea Road","Park","Parks","Park","null","Nepean Sea Road",,,,,,,,
"Vidhyavihar (E)","Park","Lions Park","Ramachandra Marg, Ghatkopar East",19.0765001,72.90634892,"4d89e2da5ecdf04d8d4bb28a",400077,"Mumbai","Maharashtra","India","Ramachandra Marg, Ghatkopar East (Nr Tilak Rd)","Park","Parks","Park","Nr Tilak Rd","Vidhyavihar (E)",,,,,,,,
"10th rd","Park","kaifi azmi park","10th rd",19.11241417,72.83062975,"4e12a5076365b168494d1d0d","null","Mumbai","Maharashtra","India","10th rd","Park","Parks","Park","null","10th rd",,,,,,,,
"Malad west","Garden","Liberty Garden (??????? ??????)","Mamletdarwadi EXT",19.18820047,72.8409001,"4cc2db2cbde8f04d1cfea04b",4000064,"Mumbai","Maharashtra","India","Mamletdarwadi EXT (Malad west)","Garden","Gardens","Garden","Malad west","Malad west",,,,,,,,
"Vashi","Travel","Sector 7","Vashi",19.07216582,72.98679837,"4bfdcb588992a593e1b7acb0","null","Mumbai","Maharashtra","India","Vashi","General Travel","General Travel","Travel","null","Vashi",,,,,,,,
"B G Kher Road","Park","Hanging Gardens","B G Kher Road",18.95632829,72.80537324,"4b0587d1f964a520e2a222e3","400 026","Mumbai","Maharashtra","India","B G Kher Road","Park","Parks","Park","null","B G Kher Road",,,,,,,,
"Bandra West","Park","Almeida Park","Bandra West",19.05765637,72.8315414,"4bc73c4214d795218bf166e9","null","Mumbai","Maharashtra","India","Bandra West","Park","Parks","Park","null","Bandra West",,,,,,,,
"Bandra Kurla Complex","Park","Reliance Jio Park","Bandra Kurla Complex",19.0632772,72.86222988,"55e2709f498ef3f9e7fa79be","null","Mumbai","Maharashtra","India","Bandra Kurla Complex","Park","Parks","Park","null","Bandra Kurla Complex",,,,,,,,
"Chembur","Garden","Ambedkar Udyan","D Saraswati Marg (Road)",19.05960196,72.90048838,"4be03fa80e6cc928db256be5",400071,"Mumbai","Maharashtra","India","D Saraswati Marg (Road) (Btwn Central Ave. Rd. & Chembur Station)","Garden","Gardens","Garden","Btwn Central Ave. Rd. & Chembur Station","Chembur",,,,,,,,
"Juhu Versova link road","Park","Jogger's park","Juhu Versova link road",19.16470064,72.83515337,"510d116fe4b0c5028a02f044","null","Mumbai","Maharashtra","India","Juhu Versova link road","Park","Parks","Park","null","Juhu Versova link road",,,,,,,,
"Deonar","Park","Deonar Park","Deonar",19.0510035,72.91462898,"4da5b2ae93a01f42facba8a4","null","Mumbai","Maharashtra","India","Deonar","Park","Parks","Park","null","Deonar",,,,,,,,
,"Park","shri vithal desai park","null",19.03725957,72.84426383,"5271cc71498ed32cb54afd40","null","Mumbai","Maharashtra","India","India","Park","Parks","Park","null",,,,,,,,,
"Vasant Lawns","Park","Vasant Lawns Garden","Vasant Lawns",19.21207347,72.9743979,"502682ece4b00bbc79f6bf97","null","Mumbai","Maharashtra","India","Vasant Lawns","Park","Parks","Park","null","Vasant Lawns",,,,,,,,
"Chandivali Farm Road","Park","Joggers Park","Raheja Vihar, Powai",19.11847303,72.89472577,"4c50829f60479c741c093893",400072,"Mumbai","Maharashtra","India","Raheja Vihar, Powai (Chandivali Farm Road)","Park","Parks","Park","Chandivali Farm Road","Chandivali Farm Road",,,,,,,,
,"Park","The Couples Sitting Arc","null",19.05514156,72.85137195,"50758f02e4b07a83bc0dc3a4","null","Mumbai","Maharashtra","India","India","Park","Parks","Park","null",,,,,,,,,
"Lands End","Park","Buddha Bar","Bangur Nagar",19.16123621,72.83502644,"546e481c498ea3aa569aa6b9",400090,"Mumbai","Maharashtra","India","Bangur Nagar (Lands End)","Park","Parks","Park","Lands End","Lands End",,,,,,,,
,"Park","Lions Club Joggers park","null",19.07615557,72.91016165,"4f8ee41ce4b007514d54fc96","null","Mumbai","Maharashtra","India","India","Park","Parks","Park","null",,,,,,,,,
"Oshiwara MHADA, Andheri West","Park","Shantiwan Jogger's Park","Opp Saraswat Bank, Next To Shantiwan CHS",19.15081208,72.83039318,"569b9884498e2a9e0e315557",400053,"Mumbai","Maharashtra","India","Opp Saraswat Bank, Next To Shantiwan CHS (Oshiwara MHADA, Andheri West)","Park","Parks","Park","Oshiwara MHADA, Andheri West","Oshiwara MHADA, Andheri West",,,,,,,,
,"Park","Jogging Track","null",19.200761,72.819338,"5265d70a498ea4dfb2976531","null","Mumbai","Maharashtra","India","India","Park","Parks","Park","null",,,,,,,,,
"Mira Bhayandar 401107","Park","Natasha park","null",19.26856711,72.87188161,"4e34f0a5d1649e45e3ccb47a",401107,"Mumbai","Maharashtra","India","Mira Bhayandar 401107","Park","Parks","Park","null","Mira Bhayandar 401107",,,,,,,,
,"Park","Land's End Park","null",18.91656078,72.81636594,"4f6a8f9ae4b09b90a9b402b7","null","Mumbai","Maharashtra","India","India","Park","Parks","Park","null",,,,,,,,,
,"Park","Breadco Joggers","null",19.21076062,72.87209506,"519ed2d5498ef048d4c66e05","null","Mumbai","Maharashtra","India","India","Park","Parks","Park","null",,,,,,,,,
"Goregaon East","Park","Shiva Raheja Park","Raheja Heights",19.1776162,72.87737363,"52804fe011d276a01c89897a","null","Mumbai","Maharashtra","India","Raheja Heights (Goregaon East)","Park","Parks","Park","Goregaon East","Goregaon East",,,,,,,,
"Vasant Lawns","Gym","Vasant Lawns Gym","Vasant Lawns",19.21220164,72.9741211,"5026975de4b0d14d956ce5a1",400610,"Mumbai","Maharashtra","India","Vasant Lawns","Gym","Gyms","Gym","null","Vasant Lawns",,,,,,,,
,"Park","Freedom Fighter Sadanand Dhawan Park","null",19.00703993,72.84499658,"4f17aa52e4b0926437fef2dc","null","Mumbai","Maharashtra","India","India","Park","Parks","Park","null",,,,,,,,,
"Cuffe Parade","Playground","Bayview Marina","Cuffe Parade",18.91603231,72.82064748,"4db828606a238ed5d8edef80",400005,"Mumbai","Maharashtra","India","Cuffe Parade","Playground","Playgrounds","Playground","null","Cuffe Parade",,,,,,,,
"Versova","Park","Inlaks Park","Versova",19.14107043,72.81170348,"4da9cb0aa86e771ea713fe43",400061,"Mumbai","Maharashtra","India","Versova","Park","Parks","Park","null","Versova",,,,,,,,
"near Ritumbara","Park","Brihanmumbai Mahanagarpalika Play Ground","near Ritumbara",19.00737482,72.84665246,"4decf04545dd3993a8c991e4",400052,"Mumbai","Maharashtra","India","near Ritumbara","Park","Parks","Park","null","near Ritumbara",,,,,,,,
,"Park","Borivali national park","null",19.23141116,72.86361449,"50d4a571e4b0f1be95a22592","null","Mumbai","Maharashtra","India","India","Park","Parks","Park","null",,,,,,,,,
"Orchard Avenue","Park","Nirvana Park","Orchard Avenue",19.12029278,72.9085985,"4b0587d2f964a520f9a222e3","400 076","Mumbai","Maharashtra","India","Orchard Avenue","Park","Parks","Park","null","Orchard Avenue",,,,,,,,
"Ghatkopar, East","Garden","Arun Vaidya Park","R N Narkar Marg, PantNagar,",19.08551513,72.91279861,"4dcaf71eb0fbd92b292d6d21",400075,"Mumbai","Maharashtra","India","R N Narkar Marg, PantNagar, (Ghatkopar, East)","Garden","Gardens","Garden","Ghatkopar, East","Ghatkopar, East",,,,,,,,
"Opp Thakur Cinema,Thakur Village","Park","Thakur Joggers Park","Opp Thakur Cinema,Thakur Village",19.21014519,72.87274119,"4da991ab6e81162ae7bfae79",400101,"Mumbai","Maharashtra","India","Opp Thakur Cinema,Thakur Village","Park","Parks","Park","null","Opp Thakur Cinema,Thakur Village",,,,,,,,
,"Park","Juhu Versova Joggers Park","null",19.12164115,72.82454234,"510e2403e4b0af957ddd70a6","null","Mumbai","Maharashtra","India","India","Park","Parks","Park","null",,,,,,,,,
"Pant Nagar, Ghatkopar East","Park","Netaji Subhash Chandra Bose Udyaan","Pant Nagar, Ghatkopar East",19.0872162,72.91499526,"5218076b11d26cfbefcdd11e","null","Mumbai","Maharashtra","India","Pant Nagar, Ghatkopar East","Park","Parks","Park","null","Pant Nagar, Ghatkopar East",,,,,,,,
"Khar","Park","Rajesh Khanna Park","Khar",19.07815324,72.83084901,"4d0356d7a2685481943ab1bd","null","Mumbai","Maharashtra","India","Khar","Park","Parks","Park","null","Khar",,,,,,,,
,"Park","Vijay Garden","null",19.26166328,72.9743114,"4dfa4c4fc65bde78179d2e9b","null","Mumbai","Maharashtra","India","Th?ne","Park","Parks","Park","null",,,,,,,,,
,"Park","Pushpa Narsee Park","null",19.10454638,72.83091825,"50de4b32498edccadb431903","null","Mumbai","Maharashtra","India","India","Park","Parks","Park","null",,,,,,,,,
,"Park","Devashree Gardens","null",19.20890793,72.98387211,"4de29189d164df8574fe5158","null","Mumbai","Maharashtra","India","Th?ne","Park","Parks","Park","null",,,,,,,,,
,"Park","Mathuradas Road","null",19.20332901,72.8476506,"4eccf3950aafc14746271caf","null","Mumbai","Maharashtra","India","India","Park","Parks","Park","null",,,,,,,,,
,"Park","Ruia park","null",19.12567572,72.82498087,"4e12e2fac65b4a49f319a41f","null","Mumbai","Maharashtra","India","India","Park","Parks","Park","null",,,,,,,,,
,"Park","Rotary Park","null",19.07822895,72.83098172,"51ac1950498e38cf5d6a922c","null","Mumbai","Maharashtra","India","India","Park","Parks","Park","null",,,,,,,,,
,"Park","Sardar Pratap Singh Manoranjan Maidan","null",19.18177406,72.93885037,"4e00bad6d4c0836163d955b8","null","Mumbai","Maharashtra","India","Mumbai","Park","Parks","Park","null",,,,,,,,,
"Eastern Express Highway","Plaza","Mulund (EEH) Toll Plaza","Eastern Express Highway",19.16954598,72.96708006,"4dff7a59d22d48be8128fa11",400081,"Mumbai","Maharashtra","India","Eastern Express Highway","Plaza","Plazas","Plaza","null","Eastern Express Highway",,,,,,,,
"IRLA Society Road, Vile Parle West","Shop","Irla Market","IRLA Society Road, Vile Parle West",19.10814888,72.83933697,"4c0baaec3c49d13a2e7807cd","null","Mumbai","Maharashtra","India","IRLA Society Road, Vile Parle West","Miscellaneous Shop","Miscellaneous Shops","Shop","null","IRLA Society Road, Vile Parle West",,,,,,,,
"VN Purav Marg","Plaza","Sion Circle","null",19.04244411,72.86373138,"4bc1ece0f8219c74dbefb310",400022,"Mumbai","Maharashtra","India","Mumbai Pune Express Way (VN Purav Marg)","Plaza","Plazas","Plaza","VN Purav Marg","VN Purav Marg",,,,,,,,
"Hiranandani Gardens","Plaza","Hiranandani Circle","Central Ave, Powai",19.11704214,72.91031739,"4de5d19a7d8b53987c52efd3","null","Mumbai","Maharashtra","India","Central Ave, Powai (Hiranandani Gardens)","Plaza","Plazas","Plaza","Hiranandani Gardens","Hiranandani Gardens",,,,,,,,
"Borivali west","Plaza","Kora Kendra","Borivali west",19.22080525,72.85271623,"4de9ddebae60e9892349c1c8",400092,"Mumbai","Maharashtra","India","Borivali west","Plaza","Plazas","Plaza","null","Borivali west",,,,,,,,
"Lalbaug","Plaza","Lalbaug","Lalbaug",18.99197639,72.8362208,"4b46cf86f964a520862826e3",400012,"Mumbai","Maharashtra","India","Lalbaug","Plaza","Plazas","Plaza","null","Lalbaug",,,,,,,,
"N C Kelkar Road, Dadar West","Plaza","Kabutar khana","Purandare Chowk, Near Dadar Station",19.01919492,72.84050776,"4bc41fdcf8219c746401b710",400028,"Mumbai","Maharashtra","India","Purandare Chowk, Near Dadar Station (N C Kelkar Road, Dadar West)","Plaza","Plazas","Plaza","N C Kelkar Road, Dadar West","N C Kelkar Road, Dadar West",,,,,,,,
"Deonar Village Rd","Plaza","Shivaji Chowk","Sion Trombay Rd",19.04597339,72.9090929,"4c276e2f5c5ca59310b947fe",400071,"Mumbai","Maharashtra","India","Sion Trombay Rd (Deonar Village Rd)","Plaza","Plazas","Plaza","Deonar Village Rd","Deonar Village Rd",,,,,,,,
"Old Agra Rd.","Mall","High Street Mall","Old Agra Rd.",19.2173572,72.98091173,"4dbacc4d1e7251d53c84a0cb","null","Mumbai","Maharashtra","India","Old Agra Rd.","Shopping Mall","Shopping Malls","Mall","null","Old Agra Rd.",,,,,,,,
"Ballard Estate","Plaza","Ballard Pier","Ballard Estate",18.93450882,72.84027697,"4ca99f4bd250bfb7e072c963",400038,"Mumbai","Maharashtra","India","Ballard Estate","Plaza","Plazas","Plaza","null","Ballard Estate",,,,,,,,
"Malbar Hill Road","Plaza","Mulund Colony","Malbar Hill Road",19.17672899,72.93776449,"4b9ff8cff964a520ce4e37e3",400082,"Mumbai","Maharashtra","India","Malbar Hill Road","Plaza","Plazas","Plaza","null","Malbar Hill Road",,,,,,,,
,"Plaza","Taj Club At Imperial","null",18.97948488,72.81256904,"5618dc6b498ec9811f3467e3","null","Mumbai","Maharashtra","India","India","Plaza","Plazas","Plaza","null",,,,,,,,,
"Shripalnagar","Plaza","Shripalnagar Derasar","null",18.94917424,72.79863889,"5229d85a11d22e70b483e2d1","null","Mumbai","Maharashtra","India","India","Plaza","Plazas","Plaza","null","Shripalnagar",,,,,,,,
"Khar station","Plaza","Khar vegetable market","Khar station",19.07012954,72.83796328,"4fe7142de4b0972a1d720ac8","null","Mumbai","Maharashtra","India","Khar station","Plaza","Plazas","Plaza","null","Khar station",,,,,,,,
"Saifee Park","Plaza","Marol","Church Road,",19.11158513,72.87506031,"4b667f1ef964a520a9222be3",400059,"Mumbai","Maharashtra","India","Church Road, (Saifee Park)","Plaza","Plazas","Plaza","Saifee Park","Saifee Park",,,,,,,,
"Dalal street","Plaza","Dalal street","null",18.92967283,72.83367051,"4dc29ea945ddd5b5b6b0239d","null","Mumbai","Maharashtra","India","Mumbai","Plaza","Plazas","Plaza","null","Dalal street",,,,,,,,
"Andheri E","Plaza","Sagar Tech Plaza","Saki Naka",19.10333697,72.88615946,"5052f1d4e4b017bb2532f639","null","Mumbai","Maharashtra","India","Saki Naka (Andheri E)","Plaza","Plazas","Plaza","Andheri E","Andheri E",,,,,,,,
"belapur","Plaza","sector 6 adda","belapur",19.02493865,73.04280902,"50880adde4b0280e50651117","null","Mumbai","Maharashtra","India","belapur","Plaza","Plazas","Plaza","null","belapur",,,,,,,,
"Mumbai domestic airport","Plaza","Gate A5","Mumbai domestic airport",19.09164051,72.85424513,"4bf931134a67c928d86f26cf","null","Mumbai","Maharashtra","India","Mumbai domestic airport","Plaza","Plazas","Plaza","null","Mumbai domestic airport",,,,,,,,
"Bhulabai Desai Marg","Plaza","Prince's Triumphal Arch","Bhulabai Desai Marg",18.976715,72.80882,"5892d8451e1de501d9db6d77",400026,"Mumbai","Maharashtra","India","Bhulabai Desai Marg","Plaza","Plazas","Plaza","null","Bhulabai Desai Marg",,,,,,,,
"Kaly?n 400612","Plaza","Steel Carriers Yard 2","null",19.111294,73.063269,"5d7b933322034d000847f233",400612,"Mumbai","Maharashtra","India","Kaly?n 400612","Plaza","Plazas","Plaza","null","Kaly?n 400612",,,,,,,,
,"Plaza","Lokhandwala Circle","null",19.19780086,72.87334693,"4eb4ce3b8b81a81f9048b194","null","Mumbai","Maharashtra","India","India","Plaza","Plazas","Plaza","null",,,,,,,,,
"Next to SV road","Plaza","Santacruz Police Station Junction","Next to SV road",19.0839355,72.83798059,"4c09fb466071a59378e9de32","null","Mumbai","Maharashtra","India","Next to SV road","Plaza","Plazas","Plaza","null","Next to SV road",,,,,,,,
"Charkop","Plaza","Charkop Bus Depot","null",19.22036711,72.82882374,"4e3bad9dd164b52911949ef2","null","Mumbai","Maharashtra","India","India","Plaza","Plazas","Plaza","null","Charkop",,,,,,,,
,"Plaza","GQ","null",19.00678886,72.83352626,"53bd054e498e94a343568861","null","Mumbai","Maharashtra","India","India","Plaza","Plazas","Plaza","null",,,,,,,,,
"L.J.Road","Plaza","Damuanna Malvankar Chowk","Mahim",19.04261815,72.84014041,"50f1846072da721b65f85018",400016,"Mumbai","Maharashtra","India","Mahim (L.J.Road)","Plaza","Plazas","Plaza","L.J.Road","L.J.Road",,,,,,,,
"New Panvel, Matheran Road","Plaza","Aadai Circle","New Panvel, Matheran Road",19.00181129,73.14053571,"51ee7737498e7eebb36066a2","null","Mumbai","Maharashtra","India","New Panvel, Matheran Road","Plaza","Plazas","Plaza","null","New Panvel, Matheran Road",,,,,,,,
"C.B.D Belapur.","Plaza","Sector-3","C.B.D Belapur.",19.02649192,73.04224773,"4e034b13d22d034599ee7f60",400614,"Mumbai","Maharashtra","India","C.B.D Belapur.","Plaza","Plazas","Plaza","null","C.B.D Belapur.",,,,,,,,
"Tulsiwadi","Plaza","Tulsiwadi Ganapati","null",18.97458741,72.8140982,"5233b5da11d28787626e8185","null","Mumbai","Maharashtra","India","India","Plaza","Plazas","Plaza","null","Tulsiwadi",,,,,,,,
,"Plaza","LA Cera Mall","null",19.19283485,72.82319641,"5317fa7511d20b1a8b2994d9","null","Mumbai","Maharashtra","India","India","Plaza","Plazas","Plaza","null",,,,,,,,,
,"Plaza","Panchal","null",19.170276,72.9469817,"4e6cc5b145dd435bc12bdb08","null","Mumbai","Maharashtra","India","India","Plaza","Plazas","Plaza","null",,,,,,,,,
"Dadar East","Plaza","Pramukh Sadan","BAPS Swaminarayan Mandir",19.02159049,72.84660053,"511662b6e4b0a8f49ab17d73","null","Mumbai","Maharashtra","India","BAPS Swaminarayan Mandir (Dadar East)","Plaza","Plazas","Plaza","Dadar East","Dadar East",,,,,,,,
,"Plaza","Photofair 2012 @ NSE","null",19.1497763,72.85477015,"4f052cfca69d735e256d5004","null","Mumbai","Maharashtra","India","India","Plaza","Plazas","Plaza","null",,,,,,,,,
"Palm Beach Road","Plaza","City Centre Mall","Vashi",19.0726111,73.0010262,"4ee21407f5b9c102ead05052","null","Mumbai","Maharashtra","India","Vashi (Palm Beach Road)","Plaza","Plazas","Plaza","Palm Beach Road","Palm Beach Road",,,,,,,,
,"Plaza","Sikandar Fakki Hall","null",19.30197343,73.05255589,"52cc21a8498e75b496b52c3b","null","Mumbai","Maharashtra","India","India","Plaza","Plazas","Plaza","null",,,,,,,,,
,"Plaza","The Celebrity","null",19.20406173,72.85022958,"4eef738102d514a36c3d8c60","null","Mumbai","Maharashtra","India","India","Plaza","Plazas","Plaza","null",,,,,,,,,
,"Plaza","bat of honour","null",19.07046926,72.82252856,"55bc8ed2498eb43279510afd","null","Mumbai","Maharashtra","India","India","Plaza","Plazas","Plaza","null",,,,,,,,,
,"Plaza","Balaji Food Plaza","null",19.24744519,72.97949545,"52a1df5e11d2d3ce3165fa3e","null","Mumbai","Maharashtra","India","India","Plaza","Plazas","Plaza","null",,,,,,,,,
,"Plaza","Fountain","null",19.08436148,72.90491264,"514619cfe4b0bb73a67100db","null","Mumbai","Maharashtra","India","India","Plaza","Plazas","Plaza","null",,,,,,,,,
"Venkatesh Petrol Pump","Plaza","Shubharambh Banquet","Venkatesh Petrol Pump",19.20804295,73.10982585,"5544d67c498e804deb2dfacf",421201,"Mumbai","Maharashtra","India","Venkatesh Petrol Pump","Plaza","Plazas","Plaza","null","Venkatesh Petrol Pump",,,,,,,,
